Transaction_ID,Sale_Date,Product_Category,Product_Name,Quantity_Sold,Unit_Price,Total_Sales,Stock_Received,Stock_Remaining,Store_Location
T0332,05-12-2025,Groceries,Salt,15,138.28,2074.2,236,221,Salem
T0333,02-09-2025,Personal Care,Lotion,1,447.49,447.49,492,491,Madurai
T0334,04-08-2025,Snacks,Nuts,5,108.4,542,135,130,Madurai
T0335,23-07-2025,Groceries,Wheat Flour,12,179.63,2155.56,490,478,Salem
T0336,07-03-2025,Snacks,Chocolate,2,262.7,525.4,411,409,Salem
T0337,02-06-2025,Beverages,Juice,15,130.67,1960.05,371,356,Chennai
T0338,04-04-2025,Bakery,Muffin,1,240.64,240.64,61,60,Salem
T0339,18-12-2025,Frozen Foods,Ice Cream,15,348.81,5232.15,203,188,Madurai
T0340,03-11-2025,Bakery,Cookies,5,225.01,1125.05,210,205,Trichy
T0341,19-12-2025,Snacks,Chips,1,242.12,242.12,468,467,Salem
T0342,11-09-2025,Bakery,Cake,4,258.06,1032.24,287,283,Trichy
T0343,28-10-2025,Snacks,Biscuits,3,186.03,558.09,235,232,Madurai
T0344,29-05-2025,Beverages,Coffee,10,309.18,3091.8,173,163,Coimbatore
T0345,10-10-2025,Snacks,Chocolate,6,169.38,1016.28,410,404,Chennai
T0346,30-05-2025,Bakery,Bread,8,163.94,1311.52,405,397,Chennai
T0347,30-11-2025,Dairy,Milk,20,224.02,4480.4,308,288,Trichy
T0348,10-09-2025,Frozen Foods,Frozen Fries,11,425.05,4675.55,474,463,Madurai
T0349,01-02-2025,Personal Care,Soap,5,221.48,1107.4,492,487,Coimbatore
T0350,06-07-2025,Beverages,Tea,1,77.4,77.4,109,108,Madurai
T0351,04-04-2025,Frozen Foods,Frozen Fries,1,470.79,470.79,462,461,Chennai
T0352,16-05-2025,Dairy,Cheese,12,129.23,1550.76,217,205,Chennai
T0353,04-07-2025,Bakery,Muffin,14,230.79,3231.06,67,53,Coimbatore
T0354,14-11-2025,Bakery,Muffin,18,359.46,6470.28,60,42,Chennai
T0355,12-04-2025,Beverages,Coffee,9,20.23,182.07,212,203,Chennai
T0356,15-04-2025,Frozen Foods,Frozen Pizza,9,429.67,3867.03,387,378,Madurai
T0357,21-02-2025,Personal Care,Soap,6,80.12,480.72,342,336,Trichy
T0358,05-10-2025,Personal Care,Lotion,16,310.56,4968.96,134,118,Trichy
T0359,13-02-2025,Frozen Foods,Ice Cream,2,187.8,375.6,393,391,Coimbatore
T0360,21-06-2025,Beverages,Coffee,19,213.65,4059.35,316,297,Madurai
T0361,03-02-2025,Bakery,Muffin,5,411.6,2058,206,201,Trichy
T0362,07-04-2025,Snacks,Chips,17,230.94,3925.98,415,398,Chennai
T0363,23-12-2025,Dairy,Butter,7,212.82,1489.74,214,207,Trichy
T0364,06-12-2025,Groceries,Sugar,8,233.61,1868.88,213,205,Coimbatore
T0365,25-04-2025,Bakery,Muffin,9,284.23,2558.07,406,397,Coimbatore
T0366,25-04-2025,Bakery,Cake,9,203.44,1830.96,497,488,Trichy
T0367,25-01-2025,Personal Care,Lotion,18,492.65,8867.7,344,326,Salem
T0368,31-01-2025,Groceries,Wheat Flour,16,372.57,5961.12,68,52,Madurai
T0369,04-09-2025,Beverages,Tea,9,368.95,3320.55,178,169,Chennai
T0370,02-03-2025,Frozen Foods,Frozen Peas,14,127.99,1791.86,398,384,Madurai
T0371,18-11-2025,Snacks,Biscuits,13,380.07,4940.91,271,258,Trichy
T0372,28-12-2025,Dairy,Milk,17,147.38,2505.46,330,313,Chennai
T0373,16-08-2025,Frozen Foods,Frozen Pizza,1,230.07,230.07,397,396,Trichy
T0374,30-10-2025,Bakery,Muffin,17,498.25,8470.25,178,161,Madurai
T0375,30-01-2025,Bakery,Cookies,17,229.58,3902.86,320,303,Madurai
T0376,12-03-2025,Groceries,Salt,3,321.74,965.22,413,410,Chennai
T0377,10-10-2025,Personal Care,Toothpaste,8,469.81,3758.48,377,369,Salem
T0378,12-07-2025,Snacks,Biscuits,11,76.25,838.75,124,113,Coimbatore
T0379,29-03-2025,Frozen Foods,Frozen Fries,6,267.8,1606.8,455,449,Madurai
T0380,24-11-2025,Bakery,Cake,11,412.16,4533.76,413,402,Madurai
T0381,22-02-2025,Personal Care,Lotion,14,211.44,2960.16,121,107,Trichy
T0382,10-11-2025,Beverages,Juice,1,142.72,142.72,439,438,Trichy
T0383,13-07-2025,Beverages,Soft Drink,2,202.39,404.78,146,144,Trichy
T0384,28-07-2025,Personal Care,Shampoo,10,278.38,2783.8,353,343,Salem
T0385,19-02-2025,Personal Care,Shampoo,5,87.24,436.2,421,416,Madurai
T0386,17-03-2025,Dairy,Cheese,6,414.87,2489.22,292,286,Salem
T0387,02-04-2025,Groceries,Wheat Flour,6,380.77,2284.62,138,132,Trichy
T0388,09-01-2025,Snacks,Biscuits,16,479.38,7670.08,83,67,Madurai
T0389,27-06-2025,Frozen Foods,Frozen Pizza,2,28.47,56.94,305,303,Madurai
T0390,22-06-2025,Dairy,Milk,19,28.26,536.94,161,142,Trichy
T0391,24-08-2025,Snacks,Chips,7,129.2,904.4,58,51,Salem
T0392,12-11-2025,Frozen Foods,Frozen Pizza,11,336.64,3703.04,292,281,Madurai
T0393,03-01-2025,Snacks,Nuts,15,483.94,7259.1,188,173,Trichy
T0394,24-07-2025,Groceries,Sugar,14,209.85,2937.9,339,325,Salem
T0395,29-08-2025,Snacks,Biscuits,15,143.85,2157.75,379,364,Madurai
T0396,09-11-2025,Dairy,Butter,16,230.01,3680.16,165,149,Madurai
T0397,27-07-2025,Personal Care,Shampoo,19,122.03,2318.57,252,233,Coimbatore
T0398,25-08-2025,Snacks,Biscuits,9,70.21,631.89,472,463,Trichy
T0399,05-11-2025,Personal Care,Soap,13,487.13,6332.69,194,181,Madurai
T0400,22-09-2025,Frozen Foods,Frozen Fries,4,246.52,986.08,227,223,Chennai
T0401,08-08-2025,Beverages,Soft Drink,9,369.04,3321.36,484,475,Coimbatore
T0402,25-12-2025,Frozen Foods,Frozen Pizza,17,344.38,5854.46,311,294,Madurai
T0403,21-12-2025,Personal Care,Toothpaste,12,471.34,5656.08,483,471,Madurai
T0404,09-06-2025,Bakery,Cookies,3,393.97,1181.91,388,385,Trichy
T0405,01-02-2025,Groceries,Salt,15,42.64,639.6,67,52,Chennai
T0406,20-08-2025,Beverages,Tea,13,34.35,446.55,448,435,Coimbatore
T0407,20-03-2025,Snacks,Chips,18,137.25,2470.5,296,278,Trichy
T0408,05-07-2025,Frozen Foods,Frozen Peas,6,431.96,2591.76,56,50,Coimbatore
T0409,09-06-2025,Snacks,Nuts,9,469.89,4229.01,176,167,Madurai
T0410,02-09-2025,Beverages,Tea,20,341.7,6834,455,435,Salem
T0411,10-06-2025,Personal Care,Shampoo,10,339.58,3395.8,318,308,Salem
T0412,06-03-2025,Snacks,Chips,15,24,360,429,414,Coimbatore
T0413,06-04-2025,Snacks,Chocolate,12,383.88,4606.56,76,64,Coimbatore
T0414,20-08-2025,Groceries,Salt,4,327.03,1308.12,197,193,Salem
T0415,04-03-2025,Snacks,Chips,15,385.52,5782.8,390,375,Coimbatore
T0416,16-06-2025,Bakery,Cookies,12,311.32,3735.84,155,143,Salem
T0417,12-03-2025,Personal Care,Lotion,16,477.52,7640.32,278,262,Trichy
T0418,19-02-2025,Groceries,Sugar,6,118.07,708.42,134,128,Madurai
T0419,27-05-2025,Dairy,Cheese,9,316.6,2849.4,71,62,Trichy
T0420,11-12-2025,Bakery,Cake,12,101.42,1217.04,168,156,Trichy
T0421,02-07-2025,Personal Care,Soap,6,87.57,525.42,287,281,Coimbatore
T0422,13-10-2025,Bakery,Cake,7,140.25,981.75,394,387,Trichy
T0423,01-10-2025,Dairy,Cheese,2,101.63,203.26,474,472,Trichy
T0424,19-10-2025,Frozen Foods,Ice Cream,9,97.03,873.27,175,166,Trichy
T0425,15-07-2025,Beverages,Soft Drink,9,253.55,2281.95,367,358,Trichy
T0426,19-09-2025,Frozen Foods,Frozen Pizza,13,112.19,1458.47,381,368,Madurai
T0427,03-02-2025,Snacks,Biscuits,12,266.26,3195.12,446,434,Salem
T0428,18-09-2025,Groceries,Sugar,8,469.24,3753.92,176,168,Trichy
T0429,07-05-2025,Bakery,Muffin,5,209.6,1048,169,164,Salem
T0430,01-01-2025,Snacks,Biscuits,1,484.3,484.3,289,288,Coimbatore
T0431,23-07-2025,Beverages,Soft Drink,7,174.82,1223.74,278,271,Trichy
T0432,02-04-2025,Dairy,Butter,11,91.17,1002.87,360,349,Madurai
T0433,09-03-2025,Snacks,Chips,16,186.23,2979.68,323,307,Chennai
T0434,03-01-2025,Dairy,Cheese,2,108.19,216.38,351,349,Coimbatore
T0435,30-03-2025,Bakery,Bread,11,301.22,3313.42,171,160,Madurai
T0436,28-04-2025,Frozen Foods,Ice Cream,16,272.47,4359.52,217,201,Trichy
T0437,06-10-2025,Frozen Foods,Frozen Fries,9,259.41,2334.69,499,490,Salem
T0438,16-02-2025,Beverages,Tea,12,371.09,4453.08,118,106,Coimbatore
T0439,28-03-2025,Dairy,Milk,9,27.21,244.89,147,138,Salem
T0440,06-01-2025,Bakery,Bread,19,349.19,6634.61,116,97,Coimbatore
T0441,03-04-2025,Groceries,Sugar,12,144.39,1732.68,210,198,Salem
T0442,18-06-2025,Personal Care,Soap,9,170.03,1530.27,456,447,Trichy
T0443,28-07-2025,Groceries,Wheat Flour,19,243.41,4624.79,81,62,Salem
T0444,02-08-2025,Frozen Foods,Frozen Pizza,5,246.81,1234.05,285,280,Madurai
T0445,17-04-2025,Personal Care,Lotion,5,203.23,1016.15,494,489,Chennai
T0446,14-09-2025,Dairy,Cheese,13,73.08,950.04,485,472,Salem
T0447,16-02-2025,Groceries,Sugar,5,362.08,1810.4,484,479,Trichy
T0448,04-10-2025,Personal Care,Lotion,7,308.17,2157.19,259,252,Trichy
T0449,02-02-2025,Bakery,Cake,20,408.94,8178.8,429,409,Trichy
T0450,10-04-2025,Frozen Foods,Frozen Pizza,17,288.57,4905.69,59,42,Coimbatore
T0451,29-03-2025,Personal Care,Lotion,16,202.4,3238.4,346,330,Trichy
T0452,24-03-2025,Dairy,Yogurt,5,267.75,1338.75,435,430,Trichy
T0453,02-03-2025,Frozen Foods,Frozen Peas,2,35.19,70.38,317,315,Trichy
T0454,02-12-2025,Beverages,Soft Drink,18,171.6,3088.8,310,292,Salem
T0455,15-04-2025,Personal Care,Lotion,6,33.28,199.68,477,471,Salem
T0456,29-03-2025,Groceries,Wheat Flour,7,366.97,2568.79,149,142,Madurai
T0457,03-10-2025,Frozen Foods,Frozen Pizza,3,489.98,1469.94,70,67,Coimbatore
T0458,10-06-2025,Beverages,Juice,3,188.11,564.33,307,304,Salem
T0459,20-03-2025,Beverages,Soft Drink,7,401.63,2811.41,482,475,Chennai
T0460,18-01-2025,Beverages,Juice,13,62.48,812.24,350,337,Coimbatore
T0461,26-08-2025,Frozen Foods,Frozen Fries,8,41.25,330,120,112,Trichy
T0462,08-05-2025,Snacks,Chips,2,245.92,491.84,176,174,Madurai
T0463,20-10-2025,Snacks,Biscuits,19,213.99,4065.81,228,209,Madurai
T0464,11-06-2025,Frozen Foods,Frozen Fries,4,56.37,225.48,337,333,Coimbatore
T0465,15-08-2025,Beverages,Tea,1,348,348,317,316,Trichy
T0466,27-04-2025,Personal Care,Soap,9,249.6,2246.4,275,266,Chennai
T0467,24-10-2025,Beverages,Juice,15,466.09,6991.35,236,221,Trichy
T0468,24-01-2025,Bakery,Cake,11,197.69,2174.59,361,350,Salem
T0469,25-04-2025,Snacks,Chips,2,268.59,537.18,114,112,Chennai
T0470,14-10-2025,Personal Care,Lotion,13,496.96,6460.48,148,135,Salem
T0471,30-08-2025,Groceries,Wheat Flour,19,158.24,3006.56,479,460,Coimbatore
T0472,20-10-2025,Groceries,Rice,20,255.38,5107.6,470,450,Salem
T0473,05-12-2025,Frozen Foods,Frozen Pizza,6,118.98,713.88,142,136,Madurai
T0474,17-11-2025,Snacks,Nuts,10,325.44,3254.4,349,339,Coimbatore
T0475,24-11-2025,Bakery,Cake,14,71.56,1001.84,289,275,Madurai
T0476,08-07-2025,Frozen Foods,Ice Cream,5,485.05,2425.25,395,390,Salem
T0477,25-08-2025,Frozen Foods,Frozen Peas,1,202.05,202.05,497,496,Madurai
T0478,03-11-2025,Snacks,Nuts,4,225.4,901.6,338,334,Coimbatore
T0479,12-05-2025,Bakery,Cake,16,99.29,1588.64,480,464,Madurai
T0480,23-04-2025,Frozen Foods,Frozen Pizza,16,129.31,2068.96,166,150,Madurai
T0481,21-04-2025,Bakery,Muffin,7,173.93,1217.51,72,65,Salem
T0482,20-04-2025,Dairy,Cheese,20,466.72,9334.4,282,262,Trichy
T0483,15-09-2025,Dairy,Cheese,11,468.6,5154.6,485,474,Madurai
T0484,15-05-2025,Personal Care,Shampoo,2,483.18,966.36,391,389,Salem
T0485,09-05-2025,Groceries,Sugar,13,102.75,1335.75,412,399,Chennai
T0486,05-06-2025,Frozen Foods,Frozen Pizza,11,121.75,1339.25,495,484,Trichy
T0487,21-07-2025,Dairy,Yogurt,5,183.08,915.4,352,347,Madurai
T0488,23-10-2025,Groceries,Sugar,18,479.65,8633.7,228,210,Madurai
T0489,07-09-2025,Beverages,Soft Drink,1,61.45,61.45,79,78,Salem
T0490,04-11-2025,Frozen Foods,Frozen Peas,5,340.61,1703.05,236,231,Salem
T0491,16-10-2025,Bakery,Bread,16,412.11,6593.76,462,446,Chennai
T0492,08-12-2025,Beverages,Juice,18,82.31,1481.58,282,264,Coimbatore
T0493,03-07-2025,Snacks,Chocolate,8,148.05,1184.4,492,484,Coimbatore
T0494,28-01-2025,Dairy,Butter,11,357.55,3933.05,375,364,Chennai
T0495,23-06-2025,Bakery,Cookies,6,95.91,575.46,67,61,Salem
T0496,02-03-2025,Personal Care,Soap,2,209.44,418.88,317,315,Coimbatore
T0497,17-09-2025,Beverages,Coffee,8,66.59,532.72,331,323,Chennai
T0498,29-07-2025,Snacks,Chocolate,13,236.4,3073.2,143,130,Salem
T0499,09-11-2025,Frozen Foods,Frozen Pizza,13,78.52,1020.76,95,82,Chennai
T0500,23-01-2025,Personal Care,Shampoo,1,198.7,198.7,473,472,Coimbatore
T0501,04-04-2025,Frozen Foods,Frozen Peas,8,191.05,1528.4,235,227,Madurai
T0502,01-05-2025,Dairy,Butter,4,28.16,112.64,370,366,Trichy
T0503,25-09-2025,Frozen Foods,Ice Cream,20,242.83,4856.6,468,448,Salem
T0504,10-04-2025,Frozen Foods,Frozen Pizza,15,465.46,6981.9,250,235,Trichy
T0505,10-12-2025,Snacks,Biscuits,10,136.86,1368.6,285,275,Salem
T0506,22-12-2025,Bakery,Muffin,14,282.05,3948.7,197,183,Salem
T0507,16-12-2025,Beverages,Tea,5,190.6,953,262,257,Madurai
T0508,07-10-2025,Beverages,Coffee,19,300.38,5707.22,383,364,Coimbatore
T0509,05-01-2025,Snacks,Chocolate,5,315.12,1575.6,129,124,Trichy
T0510,20-08-2025,Groceries,Sugar,8,250.78,2006.24,401,393,Trichy
T0511,28-12-2025,Beverages,Soft Drink,6,229,1374,374,368,Madurai
T0512,18-05-2025,Frozen Foods,Frozen Pizza,9,190,1710,377,368,Trichy
T0513,16-09-2025,Groceries,Salt,5,402.91,2014.55,429,424,Trichy
T0514,02-04-2025,Dairy,Milk,7,22.09,154.63,110,103,Chennai
T0515,02-02-2025,Groceries,Sugar,2,74.82,149.64,95,93,Coimbatore
T0516,02-02-2025,Snacks,Chips,12,467.81,5613.72,181,169,Madurai
T0517,29-12-2025,Bakery,Cake,14,493.41,6907.74,335,321,Coimbatore
T0518,07-03-2025,Groceries,Sugar,11,374.91,4124.01,182,171,Salem
T0519,25-01-2025,Bakery,Muffin,11,440.42,4844.62,295,284,Trichy
T0520,28-12-2025,Beverages,Soft Drink,10,105.41,1054.1,436,426,Salem
T0521,28-07-2025,Groceries,Salt,17,471.54,8016.18,419,402,Madurai
T0522,05-07-2025,Groceries,Salt,4,338.56,1354.24,452,448,Salem
T0523,06-02-2025,Personal Care,Lotion,16,352.81,5644.96,394,378,Chennai
T0524,19-11-2025,Personal Care,Shampoo,6,459.66,2757.96,477,471,Chennai
T0525,08-11-2025,Groceries,Rice,1,212.64,212.64,437,436,Coimbatore
T0526,18-11-2025,Groceries,Wheat Flour,17,94.76,1610.92,95,78,Salem
T0527,03-12-2025,Dairy,Yogurt,11,162.86,1791.46,135,124,Coimbatore
T0528,21-03-2025,Groceries,Sugar,7,274.59,1922.13,322,315,Madurai
T0529,29-09-2025,Dairy,Cheese,7,362.69,2538.83,210,203,Coimbatore
T0530,26-11-2025,Dairy,Butter,2,263.74,527.48,270,268,Chennai
T0531,13-11-2025,Beverages,Juice,11,150.06,1650.66,419,408,Chennai
T0532,28-05-2025,Groceries,Sugar,13,220.81,2870.53,459,446,Chennai
T0533,21-05-2025,Bakery,Cake,17,380.35,6465.95,210,193,Trichy
T0534,01-08-2025,Snacks,Chocolate,14,40.24,563.36,208,194,Trichy
T0535,24-01-2025,Dairy,Butter,5,232.88,1164.4,443,438,Madurai
T0536,21-06-2025,Bakery,Cookies,4,77.78,311.12,172,168,Chennai
T0537,06-12-2025,Personal Care,Shampoo,4,393.31,1573.24,433,429,Salem
T0538,09-04-2025,Beverages,Tea,2,344.61,689.22,475,473,Salem
T0539,15-02-2025,Frozen Foods,Frozen Pizza,3,307.88,923.64,240,237,Coimbatore
T0540,04-06-2025,Dairy,Milk,12,399.64,4795.68,267,255,Coimbatore
T0541,18-10-2025,Groceries,Rice,20,146.87,2937.4,351,331,Salem
T0542,15-12-2025,Snacks,Chocolate,9,194.82,1753.38,322,313,Chennai
T0543,15-01-2025,Beverages,Soft Drink,19,491.26,9333.94,336,317,Trichy
T0544,19-06-2025,Beverages,Soft Drink,13,270.83,3520.79,150,137,Chennai
T0545,25-02-2025,Dairy,Butter,18,317.62,5717.16,76,58,Coimbatore
T0546,18-10-2025,Dairy,Yogurt,12,139.68,1676.16,342,330,Chennai
T0547,25-12-2025,Bakery,Cookies,12,274.63,3295.56,113,101,Chennai
T0548,01-01-2025,Personal Care,Soap,6,241.61,1449.66,122,116,Chennai
T0549,22-10-2025,Snacks,Nuts,6,262.79,1576.74,160,154,Coimbatore
T0550,15-05-2025,Frozen Foods,Frozen Fries,1,118.14,118.14,382,381,Madurai
T0551,12-09-2025,Groceries,Salt,14,364.21,5098.94,347,333,Trichy
T0552,02-01-2025,Groceries,Sugar,16,339.61,5433.76,323,307,Chennai
T0553,07-12-2025,Groceries,Salt,10,491.84,4918.4,96,86,Madurai
T0554,09-10-2025,Dairy,Milk,18,422.44,7603.92,457,439,Chennai
T0555,03-02-2025,Bakery,Cookies,7,309.88,2169.16,331,324,Madurai
T0556,12-09-2025,Beverages,Tea,17,229.82,3906.94,221,204,Madurai
T0557,06-02-2025,Frozen Foods,Frozen Pizza,12,136.88,1642.56,103,91,Chennai
T0558,09-02-2025,Dairy,Cheese,10,267.28,2672.8,50,40,Coimbatore
T0559,05-04-2025,Frozen Foods,Frozen Pizza,20,263.16,5263.2,55,35,Salem
T0560,13-03-2025,Personal Care,Toothpaste,7,34.79,243.53,448,441,Coimbatore
T0561,30-10-2025,Bakery,Cake,7,197.75,1384.25,90,83,Salem
T0562,26-03-2025,Groceries,Salt,15,440.11,6601.65,236,221,Coimbatore
T0563,03-07-2025,Personal Care,Toothpaste,20,481.31,9626.2,75,55,Salem
T0564,17-04-2025,Bakery,Muffin,2,36.16,72.32,339,337,Salem
T0565,21-07-2025,Dairy,Butter,20,378.96,7579.2,432,412,Trichy
T0566,15-06-2025,Personal Care,Shampoo,10,484.28,4842.8,224,214,Madurai
T0567,18-05-2025,Beverages,Soft Drink,5,492.81,2464.05,440,435,Salem
T0568,13-03-2025,Snacks,Chips,5,462.01,2310.05,278,273,Chennai
T0569,12-10-2025,Groceries,Wheat Flour,12,395.47,4745.64,56,44,Trichy
T0570,22-01-2025,Beverages,Tea,11,49.62,545.82,427,416,Madurai
T0571,16-09-2025,Bakery,Cake,13,115.15,1496.95,282,269,Coimbatore
T0572,17-01-2025,Groceries,Wheat Flour,12,397.34,4768.08,426,414,Salem
T0573,31-07-2025,Frozen Foods,Ice Cream,9,467.79,4210.11,132,123,Salem
T0574,02-11-2025,Beverages,Coffee,6,386.88,2321.28,279,273,Trichy
T0575,08-07-2025,Snacks,Chips,4,197.19,788.76,187,183,Trichy
T0576,18-01-2025,Bakery,Cookies,14,470.81,6591.34,89,75,Salem
T0577,26-05-2025,Personal Care,Lotion,15,101.81,1527.15,78,63,Salem
T0578,11-08-2025,Bakery,Cookies,1,263.22,263.22,308,307,Trichy
T0579,31-05-2025,Dairy,Yogurt,3,259.98,779.94,243,240,Coimbatore
T0580,11-10-2025,Personal Care,Soap,3,191.07,573.21,492,489,Chennai
T0581,29-07-2025,Beverages,Tea,17,94.06,1599.02,368,351,Coimbatore
T0582,04-11-2025,Groceries,Sugar,13,119.37,1551.81,243,230,Chennai
T0583,18-05-2025,Personal Care,Toothpaste,19,195.58,3716.02,55,36,Chennai
T0584,29-08-2025,Bakery,Cookies,6,298.22,1789.32,136,130,Trichy
T0585,20-11-2025,Beverages,Coffee,19,311.78,5923.82,205,186,Salem
T0586,13-10-2025,Groceries,Rice,3,50.76,152.28,252,249,Salem
T0587,16-12-2025,Dairy,Butter,19,264.39,5023.41,207,188,Chennai
T0588,24-06-2025,Snacks,Chocolate,18,245.74,4423.32,463,445,Coimbatore
T0589,14-01-2025,Personal Care,Soap,18,283.8,5108.4,292,274,Trichy
T0590,09-03-2025,Bakery,Muffin,12,291.55,3498.6,98,86,Salem
T0591,14-02-2025,Dairy,Cheese,1,127.11,127.11,405,404,Coimbatore
T0592,13-09-2025,Dairy,Yogurt,4,55.1,220.4,365,361,Coimbatore
T0593,14-12-2025,Snacks,Nuts,17,218.27,3710.59,462,445,Chennai
T0594,14-03-2025,Snacks,Nuts,7,245.31,1717.17,194,187,Madurai
T0595,11-07-2025,Personal Care,Soap,19,485.11,9217.09,259,240,Chennai
T0596,26-03-2025,Bakery,Muffin,3,107.32,321.96,98,95,Madurai
T0597,28-09-2025,Snacks,Nuts,3,257.33,771.99,303,300,Salem
T0598,12-11-2025,Frozen Foods,Frozen Pizza,10,205.03,2050.3,75,65,Madurai
T0599,15-01-2025,Bakery,Bread,11,140.83,1549.13,486,475,Salem
T0600,26-05-2025,Beverages,Soft Drink,10,315.24,3152.4,134,124,Salem
T0601,25-03-2025,Dairy,Cheese,18,398.43,7171.74,157,139,Salem
T0602,16-01-2025,Personal Care,Lotion,16,426.32,6821.12,256,240,Salem
T0603,19-10-2025,Frozen Foods,Frozen Pizza,1,433.71,433.71,80,79,Trichy
T0604,11-07-2025,Snacks,Chocolate,7,448.63,3140.41,453,446,Chennai
T0605,16-02-2025,Frozen Foods,Frozen Peas,14,491.32,6878.48,465,451,Madurai
T0606,15-03-2025,Dairy,Milk,10,286.25,2862.5,102,92,Coimbatore
T0607,09-10-2025,Beverages,Coffee,9,442.01,3978.09,170,161,Trichy
T0608,08-10-2025,Beverages,Juice,1,117.24,117.24,99,98,Salem
T0609,14-11-2025,Personal Care,Shampoo,13,156.29,2031.77,52,39,Trichy
T0610,13-09-2025,Bakery,Cake,18,45.62,821.16,183,165,Trichy
T0611,16-01-2025,Snacks,Chips,19,334.52,6355.88,472,453,Trichy
T0612,20-11-2025,Frozen Foods,Ice Cream,7,365.08,2555.56,361,354,Chennai
T0613,15-12-2025,Snacks,Nuts,1,321.47,321.47,380,379,Chennai
T0614,08-08-2025,Beverages,Tea,8,25.97,207.76,321,313,Coimbatore
T0615,04-03-2025,Beverages,Coffee,17,193.81,3294.77,75,58,Madurai
T0616,08-09-2025,Bakery,Muffin,9,33.29,299.61,181,172,Salem
T0617,10-03-2025,Beverages,Juice,1,378.49,378.49,106,105,Chennai
T0618,06-11-2025,Snacks,Biscuits,11,353.49,3888.39,120,109,Trichy
T0619,03-03-2025,Snacks,Chocolate,8,143.09,1144.72,378,370,Madurai
T0620,18-08-2025,Personal Care,Shampoo,13,441.34,5737.42,426,413,Madurai
T0621,26-09-2025,Personal Care,Shampoo,11,452.92,4982.12,491,480,Madurai
T0622,14-02-2025,Bakery,Bread,19,93.34,1773.46,141,122,Salem
T0623,05-06-2025,Dairy,Milk,5,98.69,493.45,324,319,Madurai
T0624,31-05-2025,Bakery,Bread,20,287.5,5750,492,472,Chennai
T0625,18-06-2025,Bakery,Bread,6,33.44,200.64,403,397,Chennai
T0626,04-05-2025,Beverages,Coffee,2,103.73,207.46,261,259,Chennai
T0627,11-07-2025,Dairy,Cheese,16,194.24,3107.84,249,233,Salem
T0628,01-11-2025,Bakery,Bread,10,376.65,3766.5,73,63,Trichy
T0629,12-08-2025,Snacks,Chips,20,435.03,8700.6,139,119,Chennai
T0630,23-02-2025,Dairy,Yogurt,11,143.2,1575.2,113,102,Chennai
T0631,06-08-2025,Groceries,Wheat Flour,12,349.95,4199.4,366,354,Coimbatore
T0632,02-05-2025,Snacks,Nuts,3,350.89,1052.67,300,297,Madurai
T0633,18-11-2025,Bakery,Cookies,12,461.35,5536.2,92,80,Salem
T0634,28-07-2025,Dairy,Cheese,5,283.6,1418,313,308,Salem
T0635,15-10-2025,Frozen Foods,Frozen Pizza,9,155.34,1398.06,464,455,Madurai
T0636,02-12-2025,Frozen Foods,Frozen Fries,6,94.95,569.7,342,336,Chennai
T0637,17-02-2025,Groceries,Sugar,4,224.9,899.6,248,244,Coimbatore
T0638,07-02-2025,Bakery,Muffin,9,438.43,3945.87,186,177,Madurai
T0639,09-01-2025,Frozen Foods,Frozen Fries,14,127.89,1790.46,211,197,Chennai
T0640,18-06-2025,Groceries,Wheat Flour,3,455.76,1367.28,125,122,Chennai
T0641,14-09-2025,Bakery,Bread,4,32.42,129.68,438,434,Salem
T0642,23-03-2025,Snacks,Biscuits,20,361.15,7223,488,468,Coimbatore
T0643,08-03-2025,Snacks,Biscuits,6,42.45,254.7,379,373,Madurai
T0644,02-05-2025,Groceries,Salt,1,408.25,408.25,185,184,Madurai
T0645,01-01-2025,Bakery,Cookies,4,479.6,1918.4,78,74,Trichy
T0646,17-07-2025,Dairy,Yogurt,18,253.62,4565.16,202,184,Trichy
T0647,21-02-2025,Frozen Foods,Frozen Pizza,18,260.04,4680.72,355,337,Chennai
T0648,06-02-2025,Beverages,Tea,12,200.16,2401.92,467,455,Salem
T0649,27-06-2025,Snacks,Biscuits,1,47.79,47.79,203,202,Coimbatore
T0650,12-08-2025,Dairy,Butter,18,63.64,1145.52,496,478,Salem
T0651,30-01-2025,Groceries,Sugar,5,154.04,770.2,168,163,Coimbatore
T0652,07-10-2025,Groceries,Sugar,16,111.32,1781.12,52,36,Coimbatore
T0653,21-01-2025,Personal Care,Lotion,17,258.93,4401.81,300,283,Salem
T0654,30-11-2025,Groceries,Wheat Flour,18,410.89,7396.02,360,342,Salem
T0655,06-05-2025,Dairy,Yogurt,4,303.04,1212.16,302,298,Chennai
T0656,22-07-2025,Groceries,Wheat Flour,16,153.78,2460.48,81,65,Salem
T0657,25-10-2025,Bakery,Cookies,6,314.11,1884.66,85,79,Trichy
T0658,06-07-2025,Snacks,Nuts,12,461.69,5540.28,118,106,Coimbatore
T0659,22-03-2025,Groceries,Wheat Flour,13,177.24,2304.12,361,348,Coimbatore
T0660,04-06-2025,Snacks,Chips,18,378.69,6816.42,186,168,Chennai
T0661,17-02-2025,Frozen Foods,Frozen Fries,16,497.21,7955.36,434,418,Madurai
T0662,02-12-2025,Bakery,Cookies,9,297.23,2675.07,227,218,Salem
T0663,09-05-2025,Personal Care,Shampoo,20,85.58,1711.6,170,150,Coimbatore
