S_id,Area,City,Restaurant,Price,Avg_rating,Total_rating,Food_type,Address,Delivery_time
222,Kasba,Kolkata,Glace Patisserie,250,4.4,100,"Desserts,Bakery,Salads,Continental,Fast Food,Snacks,Pastas",Near Bondel Road Shitala Mandir,68
223,Gopalapuram,Chennai,Bayleaf Otg (On The Go),250,4.4,100,"Bengali,North Indian,Biryani,Street Food",Gopalapuram,55
224,Murad Nagar,Hyderabad,Food Zone 2,300,4,500,"Mughlai,Chinese,Tandoor",Guddimmalkapur Road,46
225,Redhills,Hyderabad,Rayalaseema Ruchulu,450,4,500,"South Indian,Biryani,Rayalaseema",Lakdikapul,39
226,Andheri East,Mumbai,Food Rush,550,4,500,"Mughlai,North Indian,Chinese",Andheri East,52
227,Vadapalani,Chennai,King Sandwich,200,4.3,100,Fast Food,Kodambakkam,71
228,Alwarpet,Chennai,Sachin Ka Dhabba,500,4.1,50,"Punjabi,North Indian,Chinese",Cenetoph Road,69
229,Mohammed Wadi,Pune,Big Daddy'S,250,4.1,1000,"Fast Food,American,Italian,Beverages",Nibm Road,70
230,Garfa,Kolkata,Maa Trinayani,200,4.2,100,"Mughlai,Indian,Chinese,Biryani",Near Lakhan Kuthir,88
231,Ashok Nagar,Bangalore,Smoor,300,4.3,100,"Desserts,Asian,Beverages,Bakery,Italian,Continental,Pizzas,Italian-American",1Mg Road,49
232,Kothrud,Pune,Cafe Eastwood,700,4.4,50,"North Indian,Continental",Chintamani Pride Near Citypride,58
233,Kondhwa,Pune,Jazz Pizza,300,3.9,20,"Italian,Pizzas,Fast Food",Nibm Road,72
234,T. Nagar,Chennai,10 Downing Street,1000,4,20,"Indian,Continental,Tandoor",T- Nagar,77
235,Marol Sakinaka,Mumbai,The Bar Stock Exchange,1300,2.9,80,"North Indian,Mexican,Continental,Italian",Andheri East,59
236,Pitampura,Delhi,Mikky Peshawari Chicken & Fish (Since 1998),250,4,100,"North Indian,Mughlai,Tandoor,Kebabs,Indian,Beverages,Biryani,Punjabi,Seafood,Afghani,Thalis,Combo,Snacks,Barbecue,Home Food,Lucknowi",Nsp,53
237,Pitam Pura,Delhi,Shake Square,250,3.9,50,"Ice Cream,Beverages,Fast Food,Italian,Desserts",Jd Block Ashiana Chowk,50
238,Pitam Pura,Delhi,Shut Up & Eat,250,4.1,100,Indian,Nsp,27
239,Near Rupbani Cinema,Kolkata,Koshe Kosha-Hatibagan,500,4.4,100,Bengali,Near Rupbani Cinema,43
240,Bhowanipore,Kolkata,Bikers Cafe,1100,4.2,100,"Italian,Desserts,Continental",Near Forum Mall,65
241,Bidhannagar,Kolkata,Legacy Of China,400,4.1,100,"North Indian,Chinese,Fast Food",Near Sdf Bus Stop,80
242,East Kolkata Township,Kolkata,Royal Jade,450,4.5,500,Chinese,Near Siemens,76
243,Thousand Lights,Chennai,The Marina,1500,4.4,100,Seafood,Nugambakkam,49
244,Santacruz East,Mumbai,Pizza Hut,300,3.8,500,"Pizzas,Fast Food",Bkc,33
245,Vadapalani,Chennai,Hotel Pandia'S,400,4.2,1000,"Chettinad,North Indian,Chinese,South Indian,Biryani",Vadapalani,77
246,Ashok Nagar,Bangalore,Fresh Pressery Cafe,1000,4.2,100,"Italian,Salads,Healthy Food,French",Cbd,33
247,Thousand Lights,Chennai,Bombay Brasserie,900,4.3,100,Indian,Nugambakkam,48
248,Mylapore,Chennai,Kaidi Kitchen,900,4.5,100,"North Indian,Chinese,Mexican,Italian,Thai,Lebanese",Bishop Wallers Avenue,63
249,South Kolkata,Kolkata,Chopstick - Ballygunge,400,3.7,100,Chinese,South Kolkata,64
250,Lake Town,Kolkata,Chennai Xpress,300,4.1,500,"South Indian,North Indian,Chinese,Beverages",Near Hdfc Bank,74
251,Somajiguda,Hyderabad,Kritunga Restaurant,500,4,1000,"Biryani,Andhra,Rayalaseema,South Indian,North Indian,Chinese",Somajiguda,52
252,Murad Nagar,Hyderabad,Bakers Street,250,4.2,500,Bakery  Continental,Gudimalkatur Road,49
253,Pulikeshi Nagar,Bangalore,Delicacy,400,4.2,500,"Chinese,Thai",Cox Town,56
254,Anna Nagar,Chennai,Coco Jaunt 1728,500,4.3,50,"Bakery,Cafe",4Th Main Road,68
255,Kilpauk,Chennai,Parfait Cakes N Bakes,300,3.5,20,"Bakery,Desserts",Manikeshwari Road,49
256,Kilpauk,Chennai,Wangs Kitchen,350,4.1,100,"Chinese,Fast Food,Asian",Kellys,46
257,Rohini,Delhi,Burger King,350,4.3,1000,"American,Fast Food",D Mall Twin District Center,35
258,Ashok Nagar,Bangalore,Hotel Tom'S Restaurant,400,4.4,100,"Mangalorean,Biryani,Seafood,Chinese,North Indian,Desserts,South Indian,Combo",Brigade Road,35
259,Ashok Nagar,Bangalore,Smoke House Deli,800,4.5,500,"European,Italian,American,Pastas,Salads,Juices,Desserts,Combo",Lavelle Road,39
260,Anna Nagar,Chennai,Kim Ling,800,4.4,500,Chinese,Teja Tower,64
261,Rohini,Delhi,Bombay Indianese Treat,300,2.9,80,Chinese,Prashant Vihar,61
262,Sector 7 Rohini,Delhi,Chalte Firte Momos & Special Foods,200,3.8,100,"Chinese,Fast Food,North Indian",Sector 7,36
263,Sector 8 Rohini,Delhi,Patiala Shahi Chicken Corner,400,4.1,100,"North Indian,Beverages",Sector 8,36
264,Prashant Vihar Rohini,Delhi,Subway,350,4.1,500,"Fast Food,Salads,Snacks,Desserts,Beverages",Fun City Mall Prashant Vihar,53
265,Sector 14 Rohini,Delhi,Pooran'S Ambala Wale,250,4,100,"North Indian,Chinese",Sector 14,48
266,Rohini,Delhi,Chit Chat,300,4.3,20,"North Indian,Chinese",Dda Market Sector 13,50
267,Shyam Bazar,Kolkata,Aminia- Hatibagan,500,4.3,1000,"Biryani,Mughlai,North Indian,Indian,Kebabs,Tandoor",Near Northland Nursing Home,50
268,Shyam Bazar,Kolkata,Pizza Hut,350,4.1,1000,Fast Food  Pizzas,Shyambazar (218),49
269,Jodhpur Park,Kolkata,Hanglaatherium,350,4.3,500,"Biryani,Indian",Near Sanhati Park,84
270,Prashant Vihar Rohini,Delhi,Bombay Bar-Be-Que,400,4.2,100,Indian,Prashant Vihar,57
271,Kachiguda,Hyderabad,Urban Munchies,150,2.9,80,"Ice Cream,Desserts",Adikmet Vidyanagar,42
272,Visharant Wadi,Pune,Rk Pure Veg,300,3.8,500,"Mughlai,North Indian,Chinese",Tingre Nagar,62
273,Visharant Wadi,Pune,Afc American Fried Chicken,300,4,100,Fast Food,Vishrantwadi Chowk,65
274,Park Street Area,Kolkata,Flurys Park Street,1000,4.5,100,Continental,Park Street,45
275,Ballygunge,Kolkata,The Wall,1300,4.1,100,"Chinese,Seafood,Thai,Japanese",Southern Avenue,75
276,Mylapore,Chennai,Grill Box,600,4.3,100,"Tandoor,North Indian,Chinese,South Indian",Rk Salai,58
277,Bkc,Mumbai,Brijwasi Sweets Original Since 1946,150,4.2,100,"Street Food,Desserts,Sweets",Bkc,43
278,Langford Gardens,Bangalore,Pizza Hut,600,3.8,100,"Pizzas,Fast Food",O'Shngness Road,36
279,Ballygunge,Kolkata,6 Ballygunge Place Ballygunge,1000,4.5,100,Bengali,Ballygunge,71
280,Banjara Hills,Hyderabad,Radisson Blu Plaza Delivery,1200,3.7,20,"Chinese,Biryani,North Indian",Road No 6,82
281,Near 7 Point Crossing,Kolkata,Arsalan Park Circus,700,4.3,1000,Biryani  Mughlai  North Indian  Indian  Kebabs  Tandoor  Awadhi,Near 7 Point Crossing,51
282,Lakdikapul,Hyderabad,Shahji Ka Dhaba,400,4.3,100,"North Indian,Chinese",Veer Nagar,44
283,Andheri East,Mumbai,Gurukripa,500,4.3,100,North Indian  Chinese  Seafood,Thunga Village,50
284,T. Nagar,Chennai,Basil With A Twist,1500,4.1,50,"Continental,European,Salads,Italian",Habibullah Road,63
285,Gultekdi,Pune,Kaveri,500,4.2,100,"Maharashtrian,Punjabi,Seafood",Market Yard,52
286,Hadapsar,Pune,Indian Tadka - Taste Punjab Da,300,3.9,500,"North Indian,Indian,Biryani,Chinese,Punjabi",S.No. 181,76
287,Ballygunge,Kolkata,Wise Owl Steak House,1000,4,50,"Continental,European",Purna Das Road Hindustan Park,75
288,Mumbai,Mumbai,Hanuman Restaurant,700,4.5,100,"Street Food,North Indian,Chinese,South Indian,Fast Food",Near Cinemax,45
289,Andheri East,Mumbai,Cocoon - Dragonfly Hotel,400,4.4,20,North Indian  Chinese,Chakala,59
290,Alwarpet,Chennai,Truly Scrumptious,350,4.5,50,"Ice Cream,Desserts,Bakery",Ra Puram,69
291,Kodambakkam,Chennai,Midnight Masala,300,3.8,50,"North Indian,Chinese,Biryani",Arcot Road,73
292,Banjara Hills,Hyderabad,Karachi Bakery Banjara,200,4.1,1000,"Bakery,Pizzas,Snacks,Chinese,Italian,American,Sweets,Desserts,Beverages",Road No 1,56
293,Dilsukhnagar,Hyderabad,Desi Pizza,200,3.9,20,Pizzas,P And T Colony Road,50
294,Bibwewadi,Pune,Khushboo,500,4.3,50,"North Indian,Chinese,Fast Food",Kondhwa,56
295,Anna Nagar,Chennai,Mainland China,850,4.3,500,"Chinese,Oriental,Thai,Pan-Asian,Seafood,Asian,Desserts",5Th Avenue,72
296,Kodambakkam,Chennai,Kairali Kerala Mess,200,4.1,500,Kerala,Voc Main Road,77
297,Khar West,Mumbai,Cairo Grill,400,3.8,20,Lebanese  Middle Eastern,3Rd Road,52
298,Habsiguda,Hyderabad,Suruchi - The Family Restaurant,500,4.2,500,"Biryani,North Indian,Chinese",Habsiguda Circle,58
299,Park Street Area,Kolkata,The 6 Russell Street,300,3.8,500,"Street Food,Chinese",Near Maidan Metro Station,54
300,Gandhi Nagar,Chennai,Swiss Hutte,1200,2.9,80,"Mediterranean,Seafood,Thai",Greams Road,50
301,Punjabi Bagh,Delhi,Grillz N Gravy,500,2.9,80,"Chinese,Mughlai,Indian",Club Road,69
302,Ballygunge,Kolkata,The Corner Courtyard,1100,3.6,20,"Italian,Continental",Sarat Bose Road Near Hazra,73
303,Chembur,Mumbai,Blisss,300,4.3,100,Desserts  Fast Food  Bakery,Central Avenue Road,43
304,Chembur,Mumbai,The Golden Wok,1200,4.2,50,"Chinese,Seafood",Sion Trombay Road,48
305,Chembur,Mumbai,Singh Saab,600,4.1,1000,"North Indian,Chinese,Biryani,Punjabi,Desserts,Pan-Asian,Tandoor,Combo,Beverages,Indian,Grill",Rc Marg,50
306,Sector 11 Rohini,Delhi,U.S. Burger Point,200,3.7,50,Italian,Near Himalya Public School Sector 7,56
307,Himayatnagar,Hyderabad,Subway,350,4.3,500,"Fast Food,Salads,Snacks,Desserts,Beverages",Himayath Nagar Road,33
308,Wanowrie,Pune,The Garage Grill,400,4.3,100,"Mughlai,Street Food",Salunkhe Vihar Road,67
309,Kasba Peth,Pune,Coconut Grove,1000,2.9,80,"Chettinad,North Indian,Mangalorean,Seafood",Ambedkar Bhavan Station Road,37
310,Ashok Nagar,Bangalore,Portland Steak House,1500,4.1,50,"American,European",Off Mg Road,45
311,Mumbai,Mumbai,J.J Jalebi,100,3.6,500,"Desserts,Sweets",Lbs Marg,25
312,Park Street Area,Kolkata,Flavours Of China,1000,4.5,100,"North Indian,Chinese",Park Street,67
313,Park Street Area,Kolkata,One Step Up,800,4.6,100,Continental,Park Street,61
314,Mylapore,Chennai,The Brew Room,700,4.7,50,Continental,Rk Salai,56
315,Royapettah,Chennai,Hotel Millath,350,4.4,100,"Chinese,South Indian",West Cott Road,43
316,Thousand Lights,Chennai,Amadora Gourmet Ice Creams,300,4.7,500,"Ice Cream,Desserts",Wallace Garden,36
317,Sector 10 Rohini,Delhi,Pind Balluchi,400,3.8,100,"Mughlai,North Indian",Metro Walk Mall,40
318,Ballygunge,Kolkata,Zeeshan Park Circus,400,4.1,500,"Desserts,Mughlai,Indian,Tandoor",Near 7 Point Crossing,63
319,College Square,Kolkata,Food Station College Street,500,4.5,50,Indian  Chinese  South Indian  Continental,Opp. Medical College Gate No. 1,39
320,Anna Nagar,Chennai,Pantry D'Or,850,4.2,100,"Italian,Continental",6Th Avenue Main Road,65
321,Shalimar Bagh,Delhi,Chawla'S (Shalimar Bagh),400,4.2,50,"North Indian,Chinese",Bt Market Opp. Axis Bank,64
322,Sector 10 Rohini,Delhi,Berco'S,600,4.1,100,"Chinese,Thai,Asian,Beverages,Desserts,Oriental,Seafood,Pan-Asian",Metro Walk Mall,39
323,Kothapet,Hyderabad,Kritunga Restaurant,500,4,1000,"Biryani,Andhra,Rayalaseema,South Indian,North Indian,Chinese",Dilsukhnagar Main Road,49
324,Koramangala,Bangalore,Bistro Oui,800,4.2,100,Continental,5Th Block,59
325,Nungambakkam,Chennai,Kumarakom,450,4.3,500,"North Indian,Chinese,Kerala",Parsn Complex,57
326,Masab Tank,Hyderabad,Cafe 555 & Aqeeq Restaurant,300,3.9,5000,"Biryani,North Indian,Chinese",Owaisi Pura,46
327,Alwarpet,Chennai,Frootster,150,4.1,100,"Healthy Food,Fast Food,Beverages",Cp Ramasaway,63
328,Gopalapuram,Chennai,Mandarin Chinese Restaurant,350,4,500,Chinese,Gopalapuram,55
329,Thousand Lights,Chennai,Rangi'S,500,4.3,100,Chinese,Nungumbakkam,53
330,Banjara Hills,Hyderabad,Shadab Go,500,4.1,1000,"North Indian,Biryani,Chinese",Road No 3,68
331,Ballygunge,Kolkata,Haji Saheb Park Circus,800,4.2,500,"Mughlai,North Indian,Chinese",Near Park Circus 7 Point Crossing,54
332,Bidhannagar,Kolkata,The Sonnet,1200,2.9,80,"Indian,Chinese,Continental",Near Isl Hospital,67
333,Thousand Lights,Chennai,Little Italy,1200,4.3,500,"Pizzas,Salads,Combo,Italian,Mexican,Desserts,Beverages",Wallace Garden,48
334,Santacruz East,Mumbai,Mr. Chows,800,4.4,100,"Chinese,Asian,Thai,Seafood",Bkc,41
335,Himayatnagar,Hyderabad,Eagles Pizza,150,3.7,500,Pizzas,Himayathnagar Road,32
336,Jayamahal,Bangalore,Five Star Chicken,300,4.3,50,Biryani,Jayamahal Extension,46
337,Thousand Lights,Chennai,Haagen Dazs,500,4.2,50,"Ice Cream,Desserts",Palavakkam,47
338,Alwarpet,Chennai,Cafe De Paris,500,2.9,80,Continental,Alwarpet,69
339,Alwarpet,Chennai,Sushi In A Box,1500,4.4,100,Japanese,Alwarpet,64
340,New Alipore,Kolkata,New Punjabi Hotel Ajanta,300,4.2,1000,"North Indian,Chinese",Opp Ajanta Cinema,86
341,Kondhwa,Pune,Shee Chinese,400,4.3,100,"Chinese,Asian,Thai",Kubera Park Lullanagar,59
342,Andheri East,Mumbai,Cafe Coffee Day,300,3.9,50,Beverages  Snacks  Desserts,Gokul Regency,61
343,Chetpet,Chennai,Le Wrap Factorie,200,4.4,20,"Mexican,Continental",Chetpet,57
344,Madhura Nagar,Hyderabad,Rk Sweets And Juices,200,4.2,50,Sweets  Desserts  Bakery  Beverages,Madhuranagar,63
345,Mylapore,Chennai,Pedreno'S,1000,4.1,20,"Italian,Italian-American,American",Rk Salai,60
346,Aminjikarai,Chennai,Cafe Toastie Express,250,4.2,20,Fast Food,Nelson Manickam Road,66
347,Lake Town,Kolkata,The Pind Punjabi Dhaba,500,4.3,500,"Punjabi,North Indian,Tandoor,Biryani,Combo",Near Reiance Fresh,75
348,Wanowrie,Pune,The Fat And The Sexy Chef,500,3.9,20,"American,Mexican",Kedari Petrol Pump,78
349,Wadgaon Sheri,Pune,The Bohemian Kitchen,300,4.5,100,"American,Italian,Fast Food",Opposite Water Tank Tempo Chowk Wadgaon Sheri,73
350,Anand Nagar,Pune,One Way Paratha,250,4.3,100,"North Indian,Fast Food",Dahanukar Colony,73
351,Anand Nagar,Pune,Pizza & Soup,500,2.9,80,"Italian,Pizzas,Fast Food",Anand Nagar,65
352,Kothrud,Pune,Sudit Su'S Chinese,350,4,100,Chinese,Dahanukar Colony,59
353,Paschim Vihar,Delhi,Hong Kong Express,450,4.3,100,"Chinese,Thai",Avtar Enclave Paschim Vihar,50
354,Beleghata,Kolkata,Bake O Cake,400,4.2,100,"Bakery,Continental,Fast Food,Desserts",Subhash Sarovar Park,49
355,Bhowanipore,Kolkata,The Country House,500,4.3,100,Continental  Italian  Fast Food  Beverages  Desserts,Near Forum Mall,57
356,Andheri East,Mumbai,Punjab Depot,249,3.9,1000,"North Indian,Tandoor,Mughlai,Biryani,Snacks,Desserts,Beverages,Combo",Marolsakinaka,48
357,Chembur,Mumbai,Art House - The Fern Residency,800,2.9,80,Chinese  North Indian  Continental  Pan-Asian  Italian  American  Tandoor  Fast Food  Desserts,Chembur,48
358,Sion,Mumbai,Central Peninsula,400,4.4,100,"North Indian,Chinese,South Indian",Sion Circle,47
359,Dum Dum,Kolkata,Noodle Oodle,600,4.1,100,Chinese,Opposite Diamond Plaza Mall,83
360,Elgin,Kolkata,Handa'S Restaurant,300,3,20,Indian  Chinese  Fast Food,Near Park Clinic,50
361,Poongavanapuram,Chennai,Anjappar,600,4,50,"North Indian,Chinese,Chettinad,South Indian,Seafood",Egmore,34
362,Egmore,Chennai,Ponnusamy Hotel,600,4.2,100,"Biryani,South Indian,Tandoor",Ethiraj Salai,38
363,Yerawada,Pune,Exotica,1100,4.1,20,"North Indian,Chinese,Mediterranean,Continental",Yerawada,64
364,Rohini,Delhi,Behrouz Biryani,500,4.2,500,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Sector 8,38
365,Park Street Area,Kolkata,Oasis,900,4.3,20,"Indian,Chinese,Continental",Near Park Hotel,61
366,Sion,Mumbai,Hazara Restaurant & Bar,600,4,20,Mughlai  North Indian  Chinese  Seafood,Koliwada,53
367,Bandra Area,Mumbai,Pizzaexpress,1000,4.2,100,"Pizzas,Pastas,Italian,European,Salads,Continental,Desserts,Beverages",Bandra Area,43
368,Rohini,Delhi,Faasos,200,4.1,100,"Combo,Snacks,Beverages,Desserts,Indian",Sector 8,46
369,Choolaimedu,Chennai,Cafe Chef'S Paradise,450,4.2,20,"Italian,Chinese,Continental,Indian",Choolaimedu,67
370,Sadashiv Peth,Pune,Hotel Malwani Solkadi,500,2.9,80,Maharashtrian,Off Tilak Road,44
371,T. Nagar,Chennai,New Andhra Meals Hotel,400,4.4,500,"Andhra,South Indian",T Nagar,69
372,New Nallakunta,Hyderabad,New Astoria Restaurant,450,3.8,100,"Chinese,Biryani",Rtc Cross Road,34
373,Taltala,Kolkata,Kasturi Restaurant,500,4.1,100,Bengali,Near New Market,59
374,Ballygunge,Kolkata,Kasturi Restaurant,500,4.3,500,Bengali,Near Spencers Gariahat,72
375,Kondhwa,Pune,Cafe Zam Zam,250,4.1,1000,"Mughlai,North Indian,Chinese,Fast Food,Biryani",Kondhwa,64
376,Anand Nagar,Pune,One Way Paratha,250,4.3,100,"North Indian,Fast Food",Opp Fire Brigade,73
377,T. Nagar,Chennai,Moonlight Takeaway & Delivery,250,4,1000,"Indian,Chinese,Tandoor",T. Nagar,66
378,Sangamvadi,Pune,Taste Of Hyderabad,350,3.8,100,"Biryani,Hyderabadi,North Indian,Chinese,Beverages",Dp Road,37
379,Shivajinagar,Pune,Fountain Family Rest O Bar,500,4.4,20,"North Indian,Chinese",Off Jm Road,37
380,Gopalapuram,Chennai,Sera - The Tapas Bar & Restaurant,1000,4.1,20,"Chinese,Continental,Spanish",Gopalapuram,60
381,Shobhabazar,Kolkata,C/O. Bangali,700,4.2,50,"Indian,Bengali,Continental",Near 4 Point Crossing,57
382,Tangra,Kolkata,Kim Ling,600,4.3,1000,"Chinese,Asian,Oriental,Pan-Asian,Thai,Seafood",China Town,63
383,Tangra,Kolkata,Beijing,1200,4.2,1000,"Chinese,Asian,Oriental,Pan-Asian,Thai,Seafood",China Town,62
384,Richmond Town,Bangalore,Kabab Magic,400,3.3,100,"North Indian,Chinese",Hosur Road,32
385,Banjara Hills,Hyderabad,Exotica,1000,4.5,500,"Indian,Chinese,North Indian,Punjabi,Tandoor,Kebabs,Biryani,Seafood,Oriental,Desserts,Sweets,Beverages,Combo",Nbt Nagar,65
386,Kothrud,Pune,Mirch Masala Resto Bar,800,4.5,100,"North Indian,Chinese",Near Vandevi Mandir,63
387,Opp Padmashree Movie Hall,Kolkata,The Silk Route,400,3.5,20,Chinese,Opp Padmashree Movie Hall,65
388,Sarat Bose Rd,Kolkata,My Big Fat Belly,600,4.3,100,"Italian,American",Opposite Dugout,67
389,Kalighat,Kolkata,Overdose,400,3.9,500,Chinese,Near Tea Trove-Desapriya Park,70
390,Rajajinagar,Bangalore,Chickpet Donne Biriyani House,200,3.8,100,"Indian,Chinese",3Rd Stage,52
391,Alwarpet,Chennai,Chap Chay - The Raintree,1200,4.4,50,"Chinese,Thai,Malaysian",Anna Salai,72
392,Koregaon Park,Pune,Murphies,1100,3.9,20,"European,Italian,Continental,Healthy Food,Salads,Pizzas,Beverages",Opposite Menchies,62
393,Purasaiwakkam,Chennai,Tibbs Frankie,100,3.8,100,Fast Food,Purasawalkam,34
394,Habsiguda,Hyderabad,Blr Food Kourt,250,4.1,20,"Biryani,Chinese,North Indian",Vasanth Vihar Colony,63
395,Purasaiwakkam,Chennai,Ganga Sweets,250,4.5,100,"North Indian,South Indian,Sweets",Purasawalkam High Road,31
396,Bandra Area,Mumbai,Capital Social,500,4.3,100,"Indian,Chinese,South Indian,American,Kebabs,Mughlai,Biryani,Combo",Bandra Area,46
397,Santacruz East,Mumbai,Behrouz Biryani,500,4.1,100,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Kalina,34
398,Ballygunge,Kolkata,Chili'S American Grill & Bar,900,4.4,100,"American,Salads,Mexican,Italian,Steakhouse",Quest Mall,76
399,Gariahat,Kolkata,Fresh-N-Up,450,4.4,100,Chinese,Near Golpark,66
400,Koti,Hyderabad,Palace Heights,1700,3.8,50,"North Indian,Chinese,Biryani,Continental,Mughlai",Palace Heights Lane,44
401,Rohini,Delhi,Pizza Hut,350,3.6,100,Pizzas,Aggarwal City Plaza (13),37
402,Ballygunge,Kolkata,Azad Hind Dhaba-Ballygunge,400,4.3,1000,North Indian,Ballygunge,62
403,Cit Nagar,Chennai,Karaikudi Chettinadu Restaurant,300,3.6,20,"Chettinad,Chinese,South Indian,Biryani,Tandoor",Ranganathan Street,78
404,Bhowanipore,Kolkata,Tgi Fridays,1000,4.2,20,"American,Mexican",Forum Shoping Mall,67
405,Ashok Nagar,Bangalore,Church Street Social,500,4.2,100,"Indian,Chinese,South Indian,American,Fast Food,Kebabs,Mughlai,Biryani,Combo",Church Street Road,38
406,Annanagar East,Chennai,Southern Chinese Restaurant,400,3.9,500,Chinese,Anna Nagar East,61
407,Chennai,Chennai,Olive And Basil,500,3.8,100,Chinese,Egmore,37
408,Indiranagar,Bangalore,Punjabi Rasoi,800,4.1,1000,North Indian,1St Stage,54
409,Nagole,Hyderabad,Amaravathi Family Restaurant,500,4.1,500,"Indian,Chinese,Tandoor",Nagole Road,69
410,Kothapet,Hyderabad,Spicy Hub,500,4,1000,"North Indian,Chinese",Kothapet - R.K Puram Road,51
411,Ghatkopar East,Mumbai,Oasiss Cakes & Icecreams,150,3.9,50,"Ice Cream,Desserts,Bakery",Vikrant Circle,42
412,Ganganagar,Bangalore,Kfc,400,3.9,1000,"American,Fast Food,Snacks",Rt Nagar Main Road,53
413,Huda Complex,Hyderabad,Papadams Blue,500,3.9,1000,"Biryani,Chinese,Andhra,North Indian,South Indian,Tandoor",Kothapet Cross Road,53
414,Huda Complex,Hyderabad,Papadams Restaurant,500,3.8,1000,"Biryani,Chinese,Andhra,North Indian,South Indian,Tandoor",Kothapet Road,54
415,Ashok Nagar,Bangalore,Glen'S Bakehouse,500,4.3,100,"Desserts,Bakery",Lavelle Road,34
416,Sadashiv Peth,Pune,Masemari - The Fishing,1000,2.9,80,"Maharashtrian,Malwani,Mangalorean,Goan,Konkan",Tilak Road,39
417,Indiranagar,Bangalore,Cafe Terra,299,4.3,100,Continental,Double Road First Stage,54
418,Anna Nagar,Chennai,Sigree,700,4.4,100,"North Indian,Mughlai,Kebabs,Mediterranean,Greek,Turkish,Lebanese",Anna Nagar East,67
419,Ramesh Nagar,Delhi,Nando'S,450,4.1,500,"Fast Food,Portuguese,African,Grill,Salads",North West Avenue Road,69
420,Santacruz East,Mumbai,Faasos,200,4.2,100,"Combo,Snacks,Beverages,Desserts,Indian",Kalina,35
421,Tangra,Kolkata,Khichdi Khichri,350,4.3,100,Indian,Near Bypass Dhaba,63
422,Taltala,Kolkata,Don Giovanni'S,1300,4.2,100,"North Indian,Chinese,Italian,Pizzas,Thai",Opp Mocambo,62
423,New Tippasandra,Bangalore,Chakum Chukum,400,4.3,1000,Chinese,Michael Palaya,56
424,New Tippasandra,Bangalore,Waffle Magic,200,4.2,100,"Beverages,Desserts,Continental",2Nd Stage,57
425,Santacruz East,Mumbai,Dumpling Khang,250,3.7,100,"Chinese,Tibetan,Street Food,Fast Food,Beverages",Vakola,42
426,Tiljala,Kolkata,Red Bamboo Shoot Restaurant,500,4.1,100,"Chinese,Thai",Near Sd Academy,63
427,Near City Centre 1 Petrol Pump,Kolkata,De Sovrani,800,2.9,80,"Indian,Chinese,Continental",Near City Centre 1 Petrol Pump,64
428,West Mambalam,Chennai,Chop 'N' Stix,500,4.3,100,Chinese,Ashok Nagar,77
429,Egmore,Chennai,Abid'S,700,4.5,100,"Arabian,Biryani,Chinese,Grill,Hyderabadi,Indian,North Indian,Tandoor",Spurtank Road,35
430,Kachiguda,Hyderabad,Cafe Coffee Day,300,4.5,20,"Beverages,Snacks,Desserts",Kachiguda Railway Station,36
431,Basheer Bagh,Hyderabad,Cafe Coffee Day,300,4.1,100,Beverages  Snacks  Desserts,Sri Siva Rama Towers,40
432,Delhi,Delhi,Giri Momos Centre & Chinese Fast Food,300,3.9,100,Chinese,Rajasthali Market,46
433,Narhe,Pune,Masala Mantra,500,4.3,20,"Maharashtrian,North Indian",Avinash Regency,73
434,Kondhwa,Pune,Pizzarella,800,4,50,"Italian,Pizzas",Near Cloud 9 Kondhwa,78
435,Kothrud,Pune,Golden Dragon,400,4.1,500,Chinese,Near Karve Putala,59
436,Shivajinagar,Pune,Bamboo House,1000,4,50,"Mughlai,North Indian,Continental",Behind Modern Cafe,39
437,Bentinck St.,Kolkata,Bhojohori Manna,900,4.1,100,Bengali,Beside K.C. Das,42
438,Shyambazar Crossing,Kolkata,Anir'S,500,4.2,500,"Indian,Chinese,Tandoor,Biryani,Fast Food,North Indian,Snacks",Shyambazar Crossing,55
439,Saki Naka,Mumbai,Hotel Dashmesh Punjab,500,2.9,80,North Indian  Chinese  Seafood,Ghatkopar West,38
440,T. Nagar,Chennai,Chocolate Fantasy,200,4.1,20,"Bakery,Desserts,American,Italian,Beverages",Thirumalai Pillai Road,64
441,Near Gurudas Park,Kolkata,Apu'S Kitchen Phool Bagan,300,4.2,1000,"Indian,Chinese",Near Gurudas Park,49
442,Elgin,Kolkata,Little Pleasures - Loudon Street,300,4.6,100,Desserts,Near La Martiniere School,48
443,Indiranagar,Bangalore,Fresh Bites,200,4.1,500,"North Indian,South Indian,Chinese,Fast Food,Juices,Tandoor",Indiranagar Double Road,53
444,Machuabazar,Kolkata,Wow! Momo,300,4.3,100,"Tibetan,Healthy Food,Asian,Chinese,Snacks,Continental,Desserts,Beverages",Girish Park,38
445,Nandanam,Chennai,Chamiers Cafe,1000,4.5,50,"Continental,Italian",Chamiers Road,66
446,New Alipore,Kolkata,The Sushi Oke,1000,3.5,50,"Japanese,Sushi,Thai",Near St Xavier'S Back Gate,83
447,Sinhgad Road,Pune,Maurya Multi Cuisine Family Restaurant And Bar,1000,2.9,80,"North Indian,Chinese,Mexican,Continental,Mughlai,Thai",Near Siddhi Garden,52
