Order_ID,Customer_ID,Product_Name,Category,Price,Quantity,Discount_Percent,Final_Amount,Rating,Recommendation_Score,Payment_Method,City,Order_Date
ORD0224,CUST2661,Look Product,Fashion,606.14,2,39,739.49,3.9,0.29,UPI,Chennai,12/13/2025
ORD0225,CUST8471,Citizen Product,Fashion,369.61,5,1,1829.57,3.2,0.51,Credit Card,Mumbai,4/5/2026
ORD0226,CUST6366,Voice Product,Electronics,1182.26,3,40,2128.07,3.1,0.25,Debit Card,Bangalore,6/28/2025
ORD0227,CUST8869,Pick Product,Books,4818.33,1,21,3806.48,1.3,0.47,Net Banking,Madurai,9/20/2025
ORD0228,CUST6887,Real Product,Books,4791.65,4,10,17249.94,4.7,0.67,UPI,Madurai,6/29/2025
ORD0229,CUST6071,Interest Product,Electronics,2796.66,1,7,2600.89,1.5,0.2,UPI,Bangalore,9/16/2025
ORD0230,CUST7688,Single Product,Sports,4220.76,5,1,20892.76,2.8,0.14,Cash on Delivery,Bangalore,3/6/2026
ORD0231,CUST2491,Herself Product,Books,165.43,5,10,744.44,3,0.68,Cash on Delivery,Mumbai,7/9/2025
ORD0232,CUST5145,Responsibility Product,Books,3645.61,2,23,5614.24,4.6,0.04,UPI,Madurai,9/23/2025
ORD0233,CUST6083,Down Product,Books,3097.05,3,7,8640.77,3.4,0.24,Cash on Delivery,Chennai,3/3/2026
ORD0234,CUST5048,Force Product,Electronics,3109.45,4,27,9079.59,1.4,0.17,Net Banking,Mumbai,5/18/2026
ORD0235,CUST5292,Commercial Product,Sports,3651.16,5,11,16247.66,1.8,0.31,UPI,Mumbai,5/18/2026
ORD0236,CUST7143,Oil Product,Sports,4817.78,1,21,3806.05,4.6,0.82,Credit Card,Mumbai,8/21/2025
ORD0237,CUST3225,Involve Product,Beauty,704.13,3,40,1267.43,1.5,0.4,Net Banking,Delhi,11/28/2025
ORD0238,CUST1713,Include Product,Books,2601.14,1,39,1586.7,3.6,0.23,UPI,Bangalore,11/26/2025
ORD0239,CUST1200,Say Product,Electronics,2856.57,4,23,8798.24,3.6,0.29,Credit Card,Delhi,4/24/2026
ORD0240,CUST6344,Month Product,Home,4976.78,4,2,19508.98,3.3,0.2,Net Banking,Madurai,5/31/2025
ORD0241,CUST4510,Deep Product,Home,680.79,5,11,3029.52,3.2,0.7,Net Banking,Bangalore,4/23/2026
ORD0242,CUST1713,Space Product,Electronics,2232.39,5,12,9822.52,3,0.78,Net Banking,Delhi,11/9/2025
ORD0243,CUST3999,Early Product,Beauty,2412.17,3,5,6874.68,1.8,0.39,Net Banking,Madurai,3/20/2026
ORD0244,CUST6636,Stuff Product,Fashion,2125.57,2,9,3868.54,2.9,0.64,Credit Card,Delhi,8/19/2025
ORD0245,CUST3993,Behavior Product,Fashion,1376.54,5,24,5230.85,2.3,0.94,Credit Card,Hyderabad,7/21/2025
ORD0246,CUST7811,Minute Product,Beauty,4475.14,5,2,21928.19,1.5,0.04,Net Banking,Chennai,3/15/2026
ORD0247,CUST8690,Boy Product,Sports,721.2,2,3,1399.13,4.1,0.68,UPI,Bangalore,8/5/2025
ORD0248,CUST8592,Ok Product,Books,2931.66,5,37,9234.73,2.9,0.25,Debit Card,Mumbai,3/23/2026
ORD0249,CUST1510,Entire Product,Electronics,2945.78,1,38,1826.38,2.3,0.98,Debit Card,Madurai,4/3/2026
ORD0250,CUST8432,Sign Product,Fashion,3984.6,3,13,10399.81,1.3,0.79,Cash on Delivery,Mumbai,12/6/2025
ORD0251,CUST6731,Seek Product,Books,1162.35,1,40,697.41,4,0.31,Net Banking,Bangalore,4/28/2026
ORD0252,CUST6130,Perhaps Product,Home,3600.7,1,35,2340.45,1.5,0.89,Credit Card,Mumbai,9/18/2025
ORD0253,CUST9653,Prevent Product,Books,4460.74,1,26,3300.95,2.6,0.28,Debit Card,Delhi,3/1/2026
ORD0254,CUST5399,Require Product,Fashion,797.16,3,20,1913.18,4.8,0.55,Net Banking,Bangalore,5/1/2026
ORD0255,CUST2671,Many Product,Fashion,2771.63,4,2,10864.79,1.5,0.57,UPI,Delhi,8/23/2025
ORD0256,CUST7199,Expert Product,Books,2469.91,5,36,7903.71,2.7,0.21,Debit Card,Mumbai,6/21/2025
ORD0257,CUST7290,Knowledge Product,Home,4729.46,1,17,3925.45,4.1,0.21,Credit Card,Mumbai,8/20/2025
ORD0258,CUST4650,Soon Product,Sports,3726.26,1,27,2720.17,4.4,0.96,Debit Card,Delhi,11/2/2025
ORD0259,CUST5198,Carry Product,Fashion,2005.23,1,35,1303.4,2.5,0.12,Credit Card,Hyderabad,3/19/2026
ORD0260,CUST9818,Dog Product,Home,4140.57,3,4,11924.84,4,0.51,Credit Card,Madurai,6/21/2025
ORD0261,CUST8983,Expect Product,Sports,2707.27,3,16,6822.32,3.9,0.62,Debit Card,Delhi,5/2/2026
ORD0262,CUST8642,Police Product,Home,1600.14,1,21,1264.11,1.6,0.62,Debit Card,Chennai,7/8/2025
ORD0263,CUST4443,Add Product,Books,604.16,3,7,1685.61,2.1,0.36,Net Banking,Hyderabad,8/9/2025
ORD0264,CUST2410,Against Product,Sports,4679.93,5,32,15911.76,2.1,0.72,Credit Card,Madurai,3/10/2026
ORD0265,CUST2452,Sit Product,Books,3991.78,4,0,15967.12,2.8,0.65,UPI,Madurai,10/22/2025
ORD0266,CUST2095,Either Product,Books,4632.52,1,8,4261.92,3,0.42,Credit Card,Hyderabad,10/28/2025
ORD0267,CUST4855,Between Product,Sports,3382.66,4,5,12854.11,3.1,0.34,Debit Card,Mumbai,9/9/2025
ORD0268,CUST1935,Age Product,Beauty,4077.94,3,30,8563.67,1.5,0.93,Debit Card,Madurai,7/26/2025
ORD0269,CUST5637,Expert Product,Home,1565.19,4,4,6010.33,2.3,0.11,Debit Card,Madurai,11/27/2025
ORD0270,CUST9204,Way Product,Beauty,665.81,3,23,1538.02,4,0.81,Credit Card,Bangalore,4/13/2026
ORD0271,CUST3789,Ten Product,Fashion,192.92,5,6,906.72,2,0.9,UPI,Madurai,8/19/2025
ORD0272,CUST3126,School Product,Electronics,2831.61,2,38,3511.2,3.4,0.1,Credit Card,Delhi,10/24/2025
ORD0273,CUST2406,Scene Product,Sports,222.32,5,32,755.89,1.5,0.93,Debit Card,Chennai,9/7/2025
ORD0274,CUST8563,Determine Product,Sports,4059.24,3,29,8646.18,4.1,0.15,Credit Card,Chennai,11/30/2025
ORD0275,CUST6765,Develop Product,Electronics,3362.43,5,33,11264.14,3,0.69,Credit Card,Bangalore,12/6/2025
ORD0276,CUST3683,Safe Product,Home,1464.62,1,39,893.42,4.8,0.89,UPI,Mumbai,10/1/2025
ORD0277,CUST7361,Paper Product,Sports,2567.18,4,6,9652.6,1.9,0.97,Net Banking,Bangalore,11/2/2025
ORD0278,CUST7858,Federal Product,Beauty,3550.77,4,34,9374.03,4.6,0.73,Cash on Delivery,Hyderabad,5/18/2026
ORD0279,CUST1791,Evening Product,Fashion,162.72,4,12,572.77,4.9,0.42,Cash on Delivery,Chennai,8/28/2025
ORD0280,CUST3446,Somebody Product,Beauty,2248.96,2,1,4452.94,1.6,0.85,Net Banking,Madurai,12/27/2025
ORD0281,CUST1133,Guess Product,Sports,1834.62,1,39,1119.12,2.1,0.29,UPI,Bangalore,5/30/2025
ORD0282,CUST6809,Police Product,Fashion,2307.84,4,37,5815.76,3.1,0.82,Credit Card,Bangalore,8/14/2025
ORD0283,CUST6047,Wrong Product,Books,4323.9,1,31,2983.49,1.5,0.74,UPI,Delhi,4/26/2026
ORD0284,CUST4682,Create Product,Books,1846.32,1,5,1754,3.3,0.25,UPI,Hyderabad,2/24/2026
ORD0285,CUST1251,Impact Product,Electronics,3937.42,1,22,3071.19,3.6,0.38,UPI,Hyderabad,12/11/2025
ORD0286,CUST8599,Somebody Product,Sports,743.76,2,10,1338.77,4.1,0.1,UPI,Bangalore,5/15/2026
ORD0287,CUST5072,Memory Product,Electronics,4734.81,3,29,10085.15,1.2,0.89,UPI,Madurai,8/16/2025
ORD0288,CUST1163,Trial Product,Sports,4326.59,5,40,12979.77,1.1,0.24,Net Banking,Delhi,6/26/2025
ORD0289,CUST7645,Cold Product,Books,4065.34,2,22,6341.93,4.8,0.85,Debit Card,Madurai,2/1/2026
ORD0290,CUST7179,Commercial Product,Beauty,649.36,1,32,441.56,1.5,0.59,Debit Card,Delhi,8/16/2025
ORD0291,CUST6739,Suddenly Product,Beauty,4589.22,3,13,11977.86,4.3,0.5,Net Banking,Bangalore,11/9/2025
ORD0292,CUST4201,News Product,Sports,2743.26,1,21,2167.18,4.9,0.89,UPI,Bangalore,6/3/2025
ORD0293,CUST5528,State Product,Fashion,4302.25,3,23,9938.2,1.6,0.62,Debit Card,Madurai,1/17/2026
ORD0294,CUST5901,Theory Product,Sports,1318.18,2,18,2161.82,2.3,0.87,UPI,Mumbai,6/3/2025
ORD0295,CUST4837,Even Product,Beauty,3611.55,5,30,12640.42,2.2,0.26,Credit Card,Chennai,7/4/2025
ORD0296,CUST8715,Dark Product,Electronics,2429.37,2,14,4178.52,2.4,0.37,Net Banking,Madurai,6/29/2025
ORD0297,CUST1382,Various Product,Fashion,2552.34,2,18,4185.84,3.8,0.69,Net Banking,Hyderabad,10/15/2025
ORD0298,CUST1867,Lay Product,Sports,1983.36,4,36,5077.4,4,0.03,Net Banking,Mumbai,4/5/2026
ORD0299,CUST4311,Truth Product,Electronics,834.94,2,38,1035.33,4.2,0.42,Credit Card,Mumbai,6/16/2025
ORD0300,CUST8625,Officer Product,Electronics,1873.64,1,31,1292.81,3.4,0.14,Net Banking,Mumbai,11/18/2025
ORD0301,CUST3287,Wait Product,Books,4235.73,5,37,13342.55,1.7,0.51,Debit Card,Chennai,12/6/2025
ORD0302,CUST2726,Series Product,Sports,4606.76,3,17,11470.83,4.8,0.25,UPI,Chennai,5/12/2026
ORD0303,CUST7793,Range Product,Fashion,2001.36,1,40,1200.82,2,0.28,Cash on Delivery,Chennai,3/23/2026
ORD0304,CUST4651,Increase Product,Beauty,4729.66,3,8,13053.86,3.5,0.93,Debit Card,Madurai,6/30/2025
ORD0305,CUST5297,Prevent Product,Fashion,4613.09,4,31,12732.13,4.1,0.61,Credit Card,Bangalore,1/16/2026
ORD0306,CUST1898,Blood Product,Fashion,2577.11,2,23,3968.75,3.7,0.21,Net Banking,Chennai,4/7/2026
ORD0307,CUST1871,Fear Product,Home,443.35,2,3,860.1,2.5,0.97,UPI,Delhi,5/3/2026
ORD0308,CUST1715,Media Product,Home,2567.61,3,8,7086.6,1.2,0.78,Debit Card,Chennai,3/23/2026
ORD0309,CUST7077,Father Product,Home,1127.24,2,18,1848.67,1.8,0.04,Net Banking,Madurai,8/13/2025
ORD0310,CUST6637,Physical Product,Sports,4982.51,4,36,12755.23,1.6,0.59,Credit Card,Bangalore,1/8/2026
ORD0311,CUST6032,Ever Product,Home,3783.09,4,30,10592.65,1.6,0.25,Cash on Delivery,Hyderabad,3/12/2026
ORD0312,CUST4888,Stage Product,Electronics,2080.17,1,29,1476.92,2.2,0.71,Credit Card,Hyderabad,6/19/2025
ORD0313,CUST1507,Source Product,Fashion,4352.21,4,27,12708.45,2.1,0.32,Credit Card,Delhi,1/6/2026
ORD0314,CUST8600,Experience Product,Beauty,1932.16,2,24,2936.88,3.1,0.91,Net Banking,Delhi,4/6/2026
ORD0315,CUST1959,Certainly Product,Home,1212.84,4,34,3201.9,1.8,0.06,UPI,Mumbai,2/1/2026
ORD0316,CUST5760,Sister Product,Beauty,266.86,5,19,1080.78,2.9,0.13,UPI,Chennai,12/2/2025
ORD0317,CUST3715,Set Product,Home,4856.39,4,29,13792.15,3.6,0.4,Debit Card,Mumbai,5/26/2025
ORD0318,CUST3114,All Product,Home,3582.4,5,28,12896.64,3.4,0.13,Credit Card,Mumbai,12/20/2025
ORD0319,CUST7507,Exactly Product,Fashion,1488.18,1,31,1026.84,2.8,0.82,UPI,Hyderabad,1/17/2026
ORD0320,CUST9599,Alone Product,Books,2979.56,2,8,5482.39,2.7,0.04,Net Banking,Mumbai,5/16/2026
ORD0321,CUST1185,We Product,Sports,3474.29,2,27,5072.46,4.2,0.24,Net Banking,Bangalore,6/22/2025
ORD0322,CUST2163,Director Product,Beauty,2550.11,3,37,4819.71,2.6,0.46,UPI,Madurai,9/23/2025
ORD0323,CUST6374,Yeah Product,Electronics,3292.75,4,33,8824.57,1.7,0.11,Net Banking,Hyderabad,8/26/2025
ORD0324,CUST1892,Measure Product,Sports,790.86,3,0,2372.58,4.9,0.04,Net Banking,Hyderabad,5/4/2026
ORD0325,CUST4852,List Product,Sports,4692.25,2,37,5912.23,2,0.99,Credit Card,Bangalore,5/17/2026
ORD0326,CUST4692,Pm Product,Home,1948.62,5,1,9645.67,1.2,0.44,UPI,Madurai,12/4/2025
ORD0327,CUST3957,Would Product,Beauty,4300.85,5,19,17418.44,3.1,0.43,Cash on Delivery,Mumbai,5/10/2026
ORD0328,CUST5767,Skin Product,Sports,695.25,2,34,917.73,2.9,0.47,UPI,Chennai,4/7/2026
ORD0329,CUST4760,See Product,Electronics,4620.12,1,15,3927.1,2.5,0.16,Cash on Delivery,Delhi,9/24/2025
ORD0330,CUST6869,Take Product,Beauty,2436.62,3,40,4385.92,1.5,0.08,UPI,Mumbai,4/17/2026
ORD0331,CUST9751,Approach Product,Home,496.2,1,21,392,1.2,0.97,Cash on Delivery,Chennai,10/12/2025
ORD0332,CUST6259,Skin Product,Books,1839.65,2,19,2980.23,4.9,0.63,UPI,Delhi,3/28/2026
ORD0333,CUST6936,According Product,Books,1836.69,2,12,3232.57,3.9,0.77,Net Banking,Bangalore,6/8/2025
ORD0334,CUST6575,Avoid Product,Books,2814.47,2,20,4503.15,4.5,0.62,Credit Card,Hyderabad,7/13/2025
ORD0335,CUST7634,Cell Product,Fashion,1313.54,1,19,1063.97,2.9,0.34,Cash on Delivery,Bangalore,5/12/2026
ORD0336,CUST7105,Similar Product,Electronics,4731.84,1,23,3643.52,3.9,0.35,UPI,Bangalore,11/3/2025
ORD0337,CUST2952,His Product,Beauty,3486.88,4,13,12134.34,3.1,0.42,UPI,Mumbai,7/23/2025
ORD0338,CUST6907,Particularly Product,Home,1638.53,1,29,1163.36,4.4,0.08,Credit Card,Chennai,6/30/2025
ORD0339,CUST8986,Organization Product,Books,2132.63,5,7,9916.73,1,0.71,Net Banking,Hyderabad,11/2/2025
ORD0340,CUST7985,Individual Product,Electronics,2468.27,4,20,7898.46,1.3,0.99,UPI,Mumbai,8/23/2025
ORD0341,CUST6444,Challenge Product,Electronics,1971.58,4,39,4810.66,3,0.32,Cash on Delivery,Madurai,3/13/2026
ORD0342,CUST6622,Sit Product,Electronics,156.52,5,27,571.3,2,0.18,Net Banking,Madurai,12/8/2025
ORD0343,CUST7509,Very Product,Sports,2913.42,2,16,4894.55,1.4,0.29,Debit Card,Hyderabad,12/6/2025
ORD0344,CUST9223,Computer Product,Books,4782.34,1,6,4495.4,2.7,0.11,Net Banking,Delhi,4/1/2026
ORD0345,CUST8675,Avoid Product,Books,4296.37,2,32,5843.06,2.9,0.34,Net Banking,Hyderabad,1/18/2026
ORD0346,CUST5444,Despite Product,Beauty,925.36,3,3,2692.8,4.8,0.53,Debit Card,Chennai,5/5/2026
ORD0347,CUST5510,Room Product,Sports,3094.89,3,14,7984.82,1.7,0.19,Credit Card,Madurai,2/23/2026
ORD0348,CUST2487,Movie Product,Home,2449.17,2,1,4849.36,4.6,0.33,Debit Card,Delhi,5/12/2026
ORD0349,CUST1801,Tv Product,Electronics,4311.92,3,34,8537.6,2.8,0.85,Credit Card,Chennai,12/29/2025
ORD0350,CUST1358,Memory Product,Books,3931.16,2,11,6997.46,4,0.78,Debit Card,Madurai,7/2/2025
ORD0351,CUST7847,With Product,Fashion,2079.7,1,10,1871.73,1.8,0.26,Cash on Delivery,Chennai,9/22/2025
ORD0352,CUST4195,News Product,Sports,977.45,5,11,4349.65,4.9,0.73,Credit Card,Mumbai,11/12/2025
ORD0353,CUST9769,Shoulder Product,Beauty,4005.85,1,20,3204.68,4.4,0.45,Net Banking,Madurai,12/20/2025
ORD0354,CUST9342,Strategy Product,Beauty,4298.98,1,20,3439.18,3.4,0.18,UPI,Bangalore,4/30/2026
ORD0355,CUST6615,Speak Product,Fashion,4217.14,3,12,11133.25,2,0.65,UPI,Delhi,2/3/2026
ORD0356,CUST7522,Soldier Product,Fashion,2468.25,5,29,8762.29,3.8,0.66,Credit Card,Madurai,8/28/2025
ORD0357,CUST4492,First Product,Electronics,4275.48,1,30,2992.84,4.3,0.2,Cash on Delivery,Hyderabad,11/22/2025
ORD0358,CUST3658,Congress Product,Sports,1570.64,4,38,3895.19,4.8,1,Cash on Delivery,Hyderabad,1/9/2026
ORD0359,CUST7607,Result Product,Home,3900.7,1,23,3003.54,3.7,0.92,Debit Card,Bangalore,5/21/2025
ORD0360,CUST6649,Heart Product,Home,1656.07,5,39,5051.01,1.6,0.64,Net Banking,Chennai,5/6/2026
ORD0361,CUST6678,Body Product,Beauty,2128.61,5,8,9791.61,1.4,0.75,Net Banking,Mumbai,5/8/2026
ORD0362,CUST6366,Cost Product,Beauty,1409.4,5,32,4791.96,4.5,0.22,Debit Card,Mumbai,10/17/2025
ORD0363,CUST9828,Television Product,Sports,3528.4,3,12,9314.98,2.5,0.68,Cash on Delivery,Delhi,8/16/2025
ORD0364,CUST3752,Difficult Product,Sports,3161.52,5,40,9484.56,1.2,0.38,Cash on Delivery,Bangalore,4/28/2026
ORD0365,CUST7946,Stock Product,Electronics,3857.91,2,9,7021.4,3.7,0.04,UPI,Delhi,5/10/2026
ORD0366,CUST2949,Employee Product,Fashion,1667.17,5,10,7502.27,4.8,0.17,UPI,Madurai,7/3/2025
ORD0367,CUST7170,See Product,Beauty,2604.35,1,35,1692.83,4.6,0.86,Credit Card,Hyderabad,9/2/2025
ORD0368,CUST3365,Almost Product,Fashion,4373.55,5,20,17494.2,3.8,0.3,Cash on Delivery,Delhi,12/11/2025
ORD0369,CUST9068,Receive Product,Fashion,2620.87,5,11,11662.87,4.5,0.25,UPI,Mumbai,6/14/2025
ORD0370,CUST1442,After Product,Beauty,2904.31,1,10,2613.88,3.4,0.96,Debit Card,Bangalore,11/26/2025
ORD0371,CUST9807,Various Product,Fashion,4827.69,1,11,4296.64,4,0.9,Credit Card,Madurai,6/15/2025
ORD0372,CUST5012,Certainly Product,Beauty,773.7,2,10,1392.66,1.3,0.4,Credit Card,Mumbai,8/14/2025
ORD0373,CUST8128,Simply Product,Electronics,1302.68,5,38,4038.31,3.4,0.5,Net Banking,Madurai,12/19/2025
ORD0374,CUST4321,Several Product,Beauty,495.18,1,21,391.19,4.1,0.29,Debit Card,Chennai,10/7/2025
ORD0375,CUST1769,Include Product,Sports,1152.72,3,5,3285.25,3.3,0.56,UPI,Madurai,2/13/2026
ORD0376,CUST4672,Either Product,Electronics,3556.69,2,37,4481.43,4.4,0.32,UPI,Hyderabad,1/5/2026
ORD0377,CUST8719,Mrs Product,Sports,1232.93,5,34,4068.67,3.1,0.45,UPI,Delhi,4/2/2026
ORD0378,CUST3005,Part Product,Fashion,2502.63,1,17,2077.18,4.9,0.12,Credit Card,Chennai,3/3/2026
ORD0379,CUST3884,Work Product,Books,1469.57,5,38,4555.67,3.7,0.08,Net Banking,Chennai,5/11/2026
ORD0380,CUST9377,Quite Product,Home,2055.11,2,16,3452.58,4,0.17,Net Banking,Chennai,3/6/2026
ORD0381,CUST8351,Long Product,Fashion,2822.78,4,14,9710.36,4.1,0.18,UPI,Bangalore,8/29/2025
ORD0382,CUST8612,Into Product,Sports,1607.51,3,18,3954.47,3.6,0.65,UPI,Mumbai,7/28/2025
ORD0383,CUST3842,Sense Product,Books,3026.59,5,4,14527.63,4.2,0.34,Net Banking,Delhi,8/17/2025
ORD0384,CUST1897,Daughter Product,Books,4872.14,4,2,19098.79,3.7,0.4,UPI,Delhi,1/16/2026
ORD0385,CUST3832,True Product,Books,3868.31,3,3,11256.78,1.5,0.5,Debit Card,Mumbai,5/18/2026
ORD0386,CUST7495,Management Product,Beauty,2363.17,1,12,2079.59,3,0.99,UPI,Chennai,3/5/2026
ORD0387,CUST9909,More Product,Beauty,4842.17,3,24,11040.15,3.5,0.84,Net Banking,Chennai,8/31/2025
ORD0388,CUST9566,Although Product,Sports,451.17,2,9,821.13,3.1,0.46,Cash on Delivery,Chennai,5/25/2025
ORD0389,CUST8225,Offer Product,Beauty,997.32,3,31,2064.45,4.7,0.76,Credit Card,Bangalore,1/7/2026
ORD0390,CUST6494,Expect Product,Sports,2867.08,5,9,13045.21,4.7,0.26,Debit Card,Mumbai,4/11/2026
ORD0391,CUST7577,At Product,Home,126.1,5,26,466.57,1.4,0.52,Cash on Delivery,Madurai,3/28/2026
ORD0392,CUST4516,Like Product,Sports,1618.69,5,31,5584.48,2.6,0.26,Net Banking,Delhi,6/11/2025
ORD0393,CUST6642,Present Product,Home,1473.56,1,19,1193.58,2.5,0.28,Net Banking,Bangalore,7/14/2025
ORD0394,CUST2552,Realize Product,Books,4790.44,4,29,13604.85,3.5,0.01,Net Banking,Madurai,4/5/2026
ORD0395,CUST5725,Energy Product,Sports,4447,4,20,14230.4,1.6,0.7,Debit Card,Hyderabad,1/8/2026
ORD0396,CUST4908,Full Product,Electronics,1495.91,5,28,5385.28,4.4,0.05,UPI,Madurai,8/29/2025
ORD0397,CUST9087,Bag Product,Home,2862.77,5,34,9447.14,1.9,0.37,Credit Card,Bangalore,9/5/2025
ORD0398,CUST5954,Decide Product,Sports,1833.71,1,4,1760.36,1,0.52,Debit Card,Chennai,1/31/2026
ORD0399,CUST8352,Think Product,Books,3839.04,1,2,3762.26,1.7,0.43,Debit Card,Madurai,7/12/2025
ORD0400,CUST3494,Necessary Product,Fashion,1038.07,3,8,2865.07,2.6,0.5,Cash on Delivery,Delhi,2/18/2026
ORD0401,CUST1996,Myself Product,Home,2379.55,5,29,8447.4,4.7,0.75,Debit Card,Hyderabad,9/5/2025
ORD0402,CUST3484,Star Product,Electronics,4632.86,4,12,16307.67,2.8,0.24,UPI,Hyderabad,10/25/2025
ORD0403,CUST2677,Bit Product,Fashion,2668.96,5,36,8540.67,3.6,0.61,Credit Card,Madurai,9/7/2025
ORD0404,CUST6068,Wonder Product,Electronics,108.84,2,25,163.26,3.6,0.53,Credit Card,Madurai,8/18/2025
ORD0405,CUST2047,Record Product,Beauty,1133.85,3,0,3401.55,3.2,0.28,Cash on Delivery,Hyderabad,5/23/2025
ORD0406,CUST3417,Action Product,Sports,4124.98,4,20,13199.94,3.3,0.97,UPI,Mumbai,5/4/2026
ORD0407,CUST7714,Ready Product,Beauty,673.46,4,9,2451.39,4.4,0.49,UPI,Madurai,2/21/2026
ORD0408,CUST7656,Teacher Product,Books,3068.04,2,13,5338.39,3.8,0.49,Credit Card,Hyderabad,7/27/2025
ORD0409,CUST4498,Upon Product,Sports,3051.18,3,4,8787.4,2.3,0.99,Cash on Delivery,Madurai,12/5/2025
ORD0410,CUST4554,High Product,Sports,3857.4,5,11,17165.43,1.1,0.46,Net Banking,Delhi,6/13/2025
ORD0411,CUST9079,Really Product,Home,2145.99,2,34,2832.71,4.7,0.68,Net Banking,Bangalore,2/5/2026
ORD0412,CUST1297,Born Product,Home,553.39,5,25,2075.21,2.8,0.6,Cash on Delivery,Chennai,2/4/2026
ORD0413,CUST1267,Their Product,Beauty,3870.45,5,8,17804.07,4.6,0.06,UPI,Hyderabad,11/9/2025
ORD0414,CUST9331,Firm Product,Beauty,460.9,4,17,1530.19,3.3,0.55,Credit Card,Mumbai,4/20/2026
ORD0415,CUST5568,Interesting Product,Books,4021.14,1,38,2493.11,2.7,0.58,Debit Card,Hyderabad,11/24/2025
ORD0416,CUST5299,By Product,Home,387.26,4,5,1471.59,3.1,0.49,Credit Card,Mumbai,10/19/2025
ORD0417,CUST6688,Collection Product,Sports,1391.68,4,12,4898.71,2.2,0.35,UPI,Mumbai,9/20/2025
ORD0418,CUST5572,Loss Product,Books,2936.43,4,26,8691.83,2.6,0.83,Credit Card,Delhi,7/9/2025
ORD0419,CUST7936,Weight Product,Fashion,2563.15,2,18,4203.57,4.1,0.88,Net Banking,Delhi,3/1/2026
ORD0420,CUST4763,Not Product,Home,1794.66,1,30,1256.26,2.5,0.7,Credit Card,Madurai,6/5/2025
ORD0421,CUST8542,Stop Product,Electronics,3349.02,2,13,5827.29,4.5,0.48,Net Banking,Hyderabad,2/15/2026
ORD0422,CUST8589,Travel Product,Fashion,314.74,4,1,1246.37,4.8,0.46,UPI,Chennai,9/2/2025
ORD0423,CUST8251,Yard Product,Beauty,4573.71,5,14,19666.95,2.2,0.43,Cash on Delivery,Delhi,6/5/2025
ORD0424,CUST5863,Wonder Product,Beauty,4583.89,2,33,6142.41,2.8,0.77,Credit Card,Madurai,12/31/2025
ORD0425,CUST9355,Suddenly Product,Sports,4846.73,4,32,13183.11,3.5,0.38,Cash on Delivery,Delhi,7/22/2025
ORD0426,CUST4346,Store Product,Home,1323.73,2,16,2223.87,1.2,0.48,Net Banking,Madurai,8/9/2025
ORD0427,CUST5318,Camera Product,Sports,1654.23,3,40,2977.61,1.7,0.61,UPI,Chennai,12/6/2025
ORD0428,CUST7616,Build Product,Sports,3054.99,1,5,2902.24,3.7,0.42,Net Banking,Bangalore,12/17/2025
ORD0429,CUST9108,Less Product,Books,2804.41,4,6,10544.58,4,0.54,Net Banking,Hyderabad,7/15/2025
ORD0430,CUST6464,Public Product,Sports,3079.21,3,37,5819.71,3.4,0.05,UPI,Delhi,12/29/2025
ORD0431,CUST5432,Early Product,Sports,3132.73,1,2,3070.08,4,0.35,Credit Card,Delhi,4/10/2026
ORD0432,CUST5007,Friend Product,Beauty,4306.77,2,23,6632.43,1.3,0.98,Net Banking,Hyderabad,10/18/2025
ORD0433,CUST4716,Unit Product,Home,4008.17,1,20,3206.54,1.2,0.27,Credit Card,Madurai,2/4/2026
ORD0434,CUST1887,Tree Product,Fashion,879.43,2,9,1600.56,4.4,0.08,UPI,Hyderabad,7/11/2025
ORD0435,CUST7994,Music Product,Books,4460.84,3,14,11508.97,4.4,0.66,Cash on Delivery,Delhi,4/17/2026
ORD0436,CUST8601,Fall Product,Books,575.7,3,36,1105.34,1.2,0.73,Cash on Delivery,Delhi,1/28/2026
ORD0437,CUST9517,Whatever Product,Electronics,2500.09,1,13,2175.08,4.4,0.74,Credit Card,Delhi,11/15/2025
ORD0438,CUST9565,Center Product,Electronics,4238.63,5,24,16106.79,4.2,0.41,Cash on Delivery,Bangalore,7/3/2025
ORD0439,CUST1182,Put Product,Beauty,1959.02,4,19,6347.22,2.3,0.34,Credit Card,Madurai,2/20/2026
ORD0440,CUST5368,Mouth Product,Beauty,3009.46,1,39,1835.77,4.6,0.88,UPI,Bangalore,6/1/2025
ORD0441,CUST5888,Like Product,Sports,1538.13,1,24,1168.98,1.8,0.87,Cash on Delivery,Bangalore,6/2/2025
ORD0442,CUST8225,Information Product,Electronics,2077.33,1,17,1724.18,1.6,0.92,Credit Card,Hyderabad,7/13/2025
ORD0443,CUST1749,Human Product,Beauty,3776.83,1,8,3474.68,3.7,0.46,Debit Card,Delhi,9/16/2025
ORD0444,CUST4529,Social Product,Beauty,1893.97,1,14,1628.81,1.3,0.08,Credit Card,Hyderabad,10/3/2025
ORD0445,CUST9539,Hotel Product,Electronics,775.75,1,8,713.69,3.6,0.28,Credit Card,Bangalore,1/26/2026
ORD0446,CUST4714,Book Product,Home,2711.07,3,2,7970.55,1.1,0.85,Credit Card,Chennai,6/6/2025
ORD0447,CUST2072,Most Product,Home,1033.17,4,38,2562.26,4.9,0.83,Debit Card,Bangalore,12/1/2025
